vertex ID,cs,positions,phenotype_id
7559,ENSG00000138448.grp_1.contained.ENST00000496477_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[186665389, 186667646, 186670544, 186693781, 186696093, 186704276, 186723925, 186724673]",ENSG00000138448
7560,ENSG00000063660.grp_1.contained.ENST00000264039_L1_GTEx.brain_cerebellum_txrev,[240463815],ENSG00000063660
7561,ENSG00000079308.grp_1.contained.ENST00000646520_L1_TwinsUK.fat_txrev,[217826910],ENSG00000079308
7562,ENSG00000171132.grp_1.contained.ENST00000467135_L1_Quach_2016.monocyte_naive_txrev,[45848722],ENSG00000171132
7563,ENSG00000063660.grp_2.contained.ENST00000264039_L2_BrainSeq.brain_txrev,"[240462987, 240466191, 240466447, 240466770]",ENSG00000063660
7564,ENSG00000124006.grp_2.contained.ENST00000462385_L1_GTEx.heart_left_ventricle_txrev,[219562706],ENSG00000124006
7565,ENSG00000115267.grp_1.contained.ENST00000649979_L1_TwinsUK.skin_txrev,"[162005863, 162033632, 162088438, 162095700, 162279995, 162280432]",ENSG00000115267
7566,ENSG00000187514.grp_1.contained.ENST00000466801_L1_GEUVADIS.LCL_txrev,"[231708644, 231709382, 231710587, 231710893, 231711859, 231714525]",ENSG00000187514
7567,ENSG00000115694.grp_2.contained.ENST00000478403_L1_GTEx.adipose_subcutaneous_txrev,[241497112],ENSG00000115694
7568,ENSG00000115648.grp_2.contained.ENST00000432475_L1_GTEx.thyroid_txrev,"[237553130, 237553212, 237554139, 237554756, 237554765]",ENSG00000115648
7569,ENSG00000189350.grp_2.contained.ENST00000420297_L1_GTEx.muscle_txrev,"[29009114, 29011088, 29014053, 29017139]",ENSG00000189350
7570,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.muscle_txrev,"[219562625, 219562706]",ENSG00000124006
7571,ENSG00000077044.grp_1.contained.ENST00000474488_L1_GTEx.brain_cerebellar_hemisphere_txrev,"[233429581, 233431353, 233445599, 233450491, 233458787]",ENSG00000077044
7572,ENSG00000138448.grp_1.contained.ENST00000261023_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[186633380, 186654611, 186658023]",ENSG00000138448
7573,ENSG00000228784.grp_2.contained.ENST00000649549_L1_GTEx.adipose_visceral_txrev,"[19876052, 19877892]",ENSG00000228784
7574,ENSG00000151665.grp_1.contained.ENST00000281382_L1_GTEx.esophagus_mucosa_txrev,"[46577492, 46578769, 46581104, 46591853]",ENSG00000151665
7575,ENSG00000124380.grp_1.contained.ENST00000244227_L1_GTEx.spleen_txrev,"[69883117, 69893476, 69904531, 69904659, 69906278, 69906932, 69914387, 69920532, 69920961, 69926716]",ENSG00000124380
7576,ENSG00000055332.grp_2.contained.ENST00000462861_L1_Alasoo_2018.macrophage_Salmonella_txrev,[36534589],ENSG00000055332
7577,ENSG00000144231.grp_1.contained.ENST00000487079_L1_GEUVADIS.LCL_txrev,"[127842816, 127844192, 127852447, 127853074, 127853173, 127859443]",ENSG00000144231
7578,ENSG00000196975.grp_1.contained.ENST00000409920_L1_Nedelec_2016.macrophage_naive_txrev,"[69808350, 69813872, 69814049, 69815200, 69815783, 69816466, 69816643, 69817931, 69820512, 69826684]",ENSG00000196975
7579,ENSG00000119185.grp_2.contained.ENST00000464228_L1_GTEx.brain_frontal_cortex_txrev,"[9410317, 9410592, 9411584, 9412250, 9413460, 9414151]",ENSG00000119185
7580,ENSG00000138031.grp_2.contained.ENST00000479517_L1_GTEx.nerve_tibial_txrev,"[24825558, 24832577, 24833627, 24833630, 24833715]",ENSG00000138031
7581,ENSG00000123992.grp_2.contained.ENST00000520694_L1_GTEx.artery_tibial_txrev,[219391349],ENSG00000123992
7582,ENSG00000152147.grp_1.contained.ENST00000281950_L1_BrainSeq.brain_txrev,"[38779461, 38785709]",ENSG00000152147
7583,ENSG00000144115.grp_1.contained.ENST00000377254_L1_GTEx.esophagus_mucosa_txrev,"[88184590, 88187909]",ENSG00000144115
7584,ENSG00000185176.grp_1.contained.ENST00000452886_L1_GTEx.pancreas_txrev,[240683468],ENSG00000185176
7585,ENSG00000119729.grp_2.contained.ENST00000489448_L1_Quach_2016.monocyte_naive_txrev,[46583765],ENSG00000119729
7586,ENSG00000138101.grp_2.contained.ENST00000489756_L1_GTEx.LCL_txrev,"[25398031, 25398661, 25399570, 25400880, 25401317, 25402553, 25402990, 25403367, 25403516]",ENSG00000138101
7587,ENSG00000125637.grp_1.contained.ENST00000245796_L1_GTEx.lung_txrev,"[113176874, 113182186, 113183104, 113183262, 113184482, 113184628, 113184697, 113185326, 113185893, 113186883]",ENSG00000125637
7588,ENSG00000163466.grp_1.contained.ENST00000477992_L1_Quach_2016.monocyte_R848_txrev,"[218217396, 218217607, 218236792, 218237609, 218238857, 218240727, 218244641, 218245832, 218245998]",ENSG00000163466
7589,ENSG00000115274.grp_1.contained.ENST00000471577_L1_GTEx.adrenal_gland_txrev,"[74513834, 74518953]",ENSG00000115274
7590,ENSG00000067066.grp_1.contained.ENST00000413284_L1_Schmiedel_2018.CD8_T-cell_anti-CD3-CD28_txrev,[230976248],ENSG00000067066
7591,ENSG00000171853.grp_2.contained.ENST00000417243_L1_GTEx.brain_hippocampus_txrev,"[3465692, 3465931]",ENSG00000171853
7592,ENSG00000168395.grp_1.contained.ENST00000636051_L1_GTEx.pancreas_txrev,[241787410],ENSG00000168395
7593,ENSG00000115750.grp_2.contained.ENST00000469895_L1_TwinsUK.skin_txrev,"[9819982, 9827491, 9843557, 9845541]",ENSG00000115750
7594,ENSG00000064012.grp_2.contained.ENST00000339403_L1_GTEx.esophagus_muscularis_txrev,"[201286440, 201288502, 201288961, 201289197, 201300483, 201311301, 201311571, 201316524, 201319608]",ENSG00000064012
7595,ENSG00000171853.grp_2.contained.ENST00000493792_L1_GTEx.testis_txrev,"[3466483, 3477888, 3487556, 3489789, 3490386, 3490491, 3490530, 3490551, 3490594, 3490603]",ENSG00000171853
7596,ENSG00000123992.grp_1.contained.ENST00000488881_L1_TwinsUK.skin_txrev,"[219386078, 219404120]",ENSG00000123992
7597,ENSG00000144579.grp_2.contained.ENST00000494067_L1_GTEx.esophagus_muscularis_txrev,[218401700],ENSG00000144579
7598,ENSG00000173699.grp_2.contained.ENST00000424440_L1_GTEx.testis_txrev,[231000429],ENSG00000173699
7599,ENSG00000115274.grp_1.contained.ENST00000471577_L1_GTEx.pancreas_txrev,"[74460131, 74528651, 74529049]",ENSG00000115274
7600,ENSG00000036257.grp_2.contained.ENST00000487558_L1_TwinsUK.LCL_txrev,[225263584],ENSG00000036257
7601,ENSG00000168393.grp_2.contained.ENST00000432348_L1_GEUVADIS.LCL_txrev,"[241647482, 241648838, 241650446, 241656199, 241656505, 241662199]",ENSG00000168393
7602,ENSG00000197713.grp_1.contained.ENST00000359429_L1_GEUVADIS.LCL_txrev,"[210001635, 210013393, 210016169, 210025035, 210035925, 210077175]",ENSG00000197713
7603,ENSG00000114956.grp_2.contained.ENST00000629438_L1_BLUEPRINT_SE.monocyte_txrev,[73938926],ENSG00000114956
7604,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.nerve_tibial_txrev,"[74460131, 74528651, 74529049]",ENSG00000115274
7605,ENSG00000115525.grp_2.contained.ENST00000461206_L2_Alasoo_2018.macrophage_IFNg_txrev,"[85535853, 85699418, 85713457, 85730038]",ENSG00000115525
7606,ENSG00000124006.grp_2.contained.ENST00000462385_L1_GTEx.brain_putamen_txrev,"[219562625, 219562706]",ENSG00000124006
7607,ENSG00000018280.grp_1.contained.ENST00000468221_L1_Alasoo_2018.macrophage_naive_txrev,"[218394547, 218395308, 218395928, 218396453]",ENSG00000018280
7608,ENSG00000204843.grp_2.contained.ENST00000361874_L1_FUSION.adipose_naive_txrev,"[73951938, 74314921]",ENSG00000204843
7609,ENSG00000171853.grp_1.contained.ENST00000497597_L1_Lepik_2017.blood_txrev,"[3407420, 3410824, 3412252, 3416242, 3422510, 3425685, 3434283, 3436470, 3442326, 3451921]",ENSG00000171853
7610,ENSG00000196975.grp_2.contained.ENST00000418066_L1_GTEx.thyroid_txrev,"[69832692, 69892123, 69893777, 69894065, 69908563, 69918318, 69919231]",ENSG00000196975
7611,ENSG00000079263.grp_1.contained.ENST00000343805_L2_BLUEPRINT_PE.T-cell_txrev,[230081413],ENSG00000079263
7612,ENSG00000068024.grp_2.contained.ENST00000493582_L1_GTEx.brain_cerebellar_hemisphere_txrev,"[239094088, 239094707, 239097116, 239098926, 239101030, 239101379]",ENSG00000068024
7613,ENSG00000134324.grp_1.contained.ENST00000487576_L1_GTEx.nerve_tibial_txrev,[11784824],ENSG00000134324
7614,ENSG00000183281.grp_1.contained.ENST00000478636_L1_GTEx.brain_cerebellum_txrev,"[87050982, 87051986]",ENSG00000183281
7615,ENSG00000067066.grp_2.contained.ENST00000466710_L2_GTEx.brain_spinal_cord_txrev,"[230293612, 230306848, 230328313]",ENSG00000067066
7616,ENSG00000072163.grp_1.contained.ENST00000469300_L1_GTEx.pancreas_txrev,"[127641317, 127641734]",ENSG00000072163
7617,ENSG00000068024.grp_2.contained.ENST00000496347_L1_GTEx.adrenal_gland_txrev,"[239183921, 239185033, 239187170]",ENSG00000068024
7618,ENSG00000144362.grp_2.contained.ENST00000616524_L1_GTEx.breast_txrev,[169694622],ENSG00000144362
7619,ENSG00000138031.grp_1.contained.ENST00000485887_L1_Quach_2016.monocyte_Pam3CSK4_txrev,"[24499133, 24507719, 24559777, 24649785, 24682815, 24758829]",ENSG00000138031
7620,ENSG00000143727.grp_2.contained.ENST00000484125_L1_GTEx.adipose_visceral_txrev,"[256414, 272051]",ENSG00000143727
7621,ENSG00000079308.grp_1.contained.ENST00000490566_L1_GTEx.lung_txrev,"[217812556, 217813859, 217814026, 217814515]",ENSG00000079308
7622,ENSG00000124006.grp_1.contained.ENST00000404537_L1_GTEx.brain_frontal_cortex_txrev,"[219562625, 219562673, 219562706]",ENSG00000124006
7623,ENSG00000151353.grp_2.contained.ENST00000281017_L2_GTEx.pituitary_txrev,"[199925, 597477, 598018, 598570, 847283, 1162527, 1339922, 1431161]",ENSG00000151353
7624,ENSG00000171853.grp_1.contained.ENST00000489032_L1_GTEx.skin_not_sun_exposed_txrev,"[3073132, 3079495, 3080679]",ENSG00000171853
7625,ENSG00000169994.grp_2.contained.ENST00000491278_L1_GTEx.blood_txrev,[127637380],ENSG00000169994
7626,ENSG00000115274.grp_1.contained.ENST00000455562_L1_GTEx.spleen_txrev,"[74741113, 74741282, 74741294, 74741483, 74741497, 74741662, 74741987, 74742063, 74742170]",ENSG00000115274
7627,ENSG00000035115.grp_2.contained.ENST00000403712_L2_GTEx.testis_txrev,[242605],ENSG00000035115
7628,ENSG00000151353.grp_1.contained.ENST00000281017_L1_GTEx.artery_aorta_txrev,"[710027, 959702]",ENSG00000151353
7629,ENSG00000151353.grp_2.contained.ENST00000281017_L1_GENCORD.fibroblast_txrev,"[671939, 674963, 676177]",ENSG00000151353
7630,ENSG00000118640.grp_1.contained.ENST00000432071_L1_FUSION.adipose_naive_txrev,"[85525351, 85526342, 85526430, 85526683, 85526724, 85529943, 85531229, 85535086, 85559719, 85574841]",ENSG00000118640
7631,ENSG00000115239.grp_1.contained.ENST00000470707_L1_GTEx.breast_txrev,[53601331],ENSG00000115239
7632,ENSG00000079308.grp_2.contained.ENST00000479185_L1_FUSION.muscle_naive_txrev,[217881708],ENSG00000079308
7633,ENSG00000124006.grp_2.contained.ENST00000373876_L1_GTEx.brain_hypothalamus_txrev,"[219519821, 219520498, 219520728, 219521221, 219522093, 219524633, 219526052, 219529002, 219529326]",ENSG00000124006
7634,ENSG00000118960.grp_2.contained.ENST00000651498_L1_GENCORD.LCL_txrev,"[20637026, 20637709, 20638558]",ENSG00000118960
7635,ENSG00000228486.grp_1.contained.ENST00000628093_L1_GTEx.brain_cerebellar_hemisphere_txrev,"[98316430, 98337621, 98341988]",ENSG00000228486
7636,ENSG00000168894.grp_2.contained.ENST00000456023_L1_GTEx.ovary_txrev,"[85600891, 85619962, 85626340, 85627353, 85659544, 85662402, 85663170]",ENSG00000168894
7637,ENSG00000134330.grp_1.contained.ENST00000495050_L1_Quach_2016.monocyte_naive_txrev,"[9490115, 9491593, 9500088, 9500397, 9505660, 9507234, 9507480, 9508558, 9508859]",ENSG00000134330
7638,ENSG00000115274.grp_2.contained.ENST00000409493_L1_GTEx.heart_atrial_appendage_txrev,"[74460131, 74492783, 74498051, 74498677, 74499633, 74528651, 74529049]",ENSG00000115274
7639,ENSG00000067066.grp_2.contained.ENST00000494508_L1_GTEx.uterus_txrev,"[230182908, 230191490]",ENSG00000067066
7640,ENSG00000077044.grp_1.contained.ENST00000474488_L1_Schmiedel_2018.Th17_memory_txrev,"[233406433, 233445599]",ENSG00000077044
7641,ENSG00000072163.grp_1.contained.ENST00000469300_L1_BrainSeq.brain_txrev,[127641734],ENSG00000072163
7642,ENSG00000077044.grp_1.contained.ENST00000495901_L1_GTEx.muscle_txrev,"[233458787, 233460175, 233461728, 233463783, 233464339, 233464891, 233465224, 233471477, 233475151, 233485841]",ENSG00000077044
7643,ENSG00000171853.grp_1.contained.ENST00000479955_L2_GTEx.skin_sun_exposed_txrev,"[3455885, 3457099, 3458041]",ENSG00000171853
7644,ENSG00000144579.grp_2.contained.ENST00000491064_L1_GTEx.nerve_tibial_txrev,"[218399384, 218401481, 218401700, 218401909, 218403190, 218403975]",ENSG00000144579
7645,ENSG00000196975.grp_2.contained.ENST00000418066_L1_GTEx.stomach_txrev,"[69832692, 69833146, 69835807, 69841510, 69850356, 69851126, 69852268, 69853765]",ENSG00000196975
7646,ENSG00000067066.grp_1.contained.ENST00000413284_L1_GTEx.muscle_txrev,"[230464005, 230467564]",ENSG00000067066
7647,ENSG00000119729.grp_2.contained.ENST00000494370_L1_Quach_2016.monocyte_R848_txrev,[46583765],ENSG00000119729
7648,ENSG00000204128.grp_1.contained.ENST00000477463_L1_GTEx.thyroid_txrev,"[231040159, 231040165, 231041770, 231042278, 231043263, 231044167, 231048341, 231048680]",ENSG00000204128
7649,ENSG00000072163.grp_1.contained.ENST00000469300_L1_GTEx.skin_sun_exposed_txrev,"[127641317, 127641734]",ENSG00000072163
7650,ENSG00000172554.grp_1.contained.ENST00000308624_L1_FUSION.adipose_naive_txrev,"[1097198, 1099120, 1099816, 1103911, 1105394, 1105441, 1106017, 1106022, 1106023]",ENSG00000172554
7651,ENSG00000277701.grp_2.contained.ENST00000621110_L1_ROSMAP.brain_naive_txrev,"[97067598, 97091330]",ENSG00000277701
7652,ENSG00000079308.grp_1.contained.ENST00000646520_L1_GTEx.muscle_txrev,[219024556],ENSG00000079308
7653,ENSG00000118640.grp_1.contained.ENST00000432071_L1_GTEx.artery_tibial_txrev,"[85561052, 85565261, 85565281, 85565285, 85567174, 85567292]",ENSG00000118640
7654,ENSG00000152291.grp_2.contained.ENST00000409232_L1_TwinsUK.skin_txrev,"[85312513, 85315941, 85316375, 85321516, 85322745]",ENSG00000152291
7655,ENSG00000124006.grp_2.contained.ENST00000373876_L2_GTEx.thyroid_txrev,"[219562625, 219562673, 219562706]",ENSG00000124006
7656,ENSG00000128641.grp_1.contained.ENST00000494129_L1_GEUVADIS.LCL_txrev,"[191245240, 191245493, 191246890, 191247324, 191247926, 191253061]",ENSG00000128641
7657,ENSG00000115756.grp_1.contained.ENST00000307845_L1_Alasoo_2018.macrophage_naive_txrev,[10408700],ENSG00000115756
7658,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.fibroblast_txrev,"[86899541, 86920194, 86925768, 86943945]",ENSG00000183281
7659,ENSG00000169604.grp_2.contained.ENST00000463335_L1_GENCORD.fibroblast_txrev,[69103152],ENSG00000169604
7660,ENSG00000072163.grp_2.contained.ENST00000469300_L1_ROSMAP.brain_naive_txrev,"[127638101, 127641317, 127641734]",ENSG00000072163
7661,ENSG00000188674.grp_1.contained.ENST00000428015_L1_GTEx.brain_frontal_cortex_txrev,"[208170761, 208171125, 208171416, 208171433, 208171733, 208171881, 208171988, 208172281]",ENSG00000188674
7662,ENSG00000154518.grp_1.contained.ENST00000497075_L1_BrainSeq.brain_txrev,"[175096011, 175165870, 175178369]",ENSG00000154518
7663,ENSG00000152689.grp_2.contained.ENST00000490150_L1_FUSION.muscle_naive_txrev,"[33529269, 33531453, 33536526, 33536528, 33537192, 33537896]",ENSG00000152689
7664,ENSG00000198203.grp_1.contained.ENST00000409067_L1_GTEx.esophagus_gej_txrev,[108287884],ENSG00000198203
7665,ENSG00000196912.grp_1.contained.ENST00000359901_L1_GTEx.prostate_txrev,[97549247],ENSG00000196912
7666,ENSG00000237940.grp_1.contained.ENST00000416204_L1_Quach_2016.monocyte_IAV_txrev,"[241970788, 241971499, 241977545, 241977773]",ENSG00000237940
7667,ENSG00000123607.grp_2.contained.ENST00000489714_L1_GTEx.adrenal_gland_txrev,"[165863084, 165863636, 165864741, 165867464, 165873172, 165878971]",ENSG00000123607
7668,ENSG00000219626.grp_1.contained.ENST00000611917_L1_BrainSeq.brain_txrev,"[24159160, 24159676, 24168260, 24175577, 24178446, 24181073, 24181864, 24184089, 24184259]",ENSG00000219626
7669,ENSG00000143933.grp_1.contained.ENST00000409563_L1_GEUVADIS.LCL_txrev,[47203437],ENSG00000143933
7670,ENSG00000124006.grp_1.contained.ENST00000462385_L1_GTEx.colon_transverse_txrev,[219562706],ENSG00000124006
7671,ENSG00000144579.grp_1.contained.ENST00000494067_L1_GTEx.adrenal_gland_txrev,[218401700],ENSG00000144579
7672,ENSG00000151689.grp_1.contained.ENST00000470892_L1_ROSMAP.brain_naive_txrev,[190366777],ENSG00000151689
7673,ENSG00000168918.grp_1.contained.ENST00000491070_L1_BLUEPRINT_SE.monocyte_txrev,"[233176070, 233177938, 233179169]",ENSG00000168918
7674,ENSG00000068024.grp_2.contained.ENST00000493582_L1_BLUEPRINT_PE.T-cell_txrev,"[239091904, 239093078, 239094088, 239094707, 239096353, 239104065]",ENSG00000068024
7675,ENSG00000055332.grp_2.contained.ENST00000395127_L2_Quach_2016.monocyte_LPS_txrev,"[37149148, 37152726, 37157914]",ENSG00000055332
7676,ENSG00000068024.grp_1.contained.ENST00000496347_L1_Lepik_2017.blood_txrev,"[239164766, 239165948, 239174403, 239178567, 239179190, 239183921, 239189081, 239195145, 239198031, 239199108]",ENSG00000068024
7677,ENSG00000196912.grp_1.contained.ENST00000443455_L2_BLUEPRINT_PE.T-cell_txrev,"[98418823, 98436575, 98494463]",ENSG00000196912
7678,ENSG00000134324.grp_1.contained.ENST00000460096_L1_GTEx.esophagus_gej_txrev,[11784824],ENSG00000134324
7679,ENSG00000151689.grp_2.contained.ENST00000322522_L1_GTEx.pancreas_txrev,"[190351383, 190354389, 190354888, 190355612, 190360026, 190366777]",ENSG00000151689
7680,ENSG00000143954.grp_2.contained.ENST00000393897_L3_GTEx.testis_txrev,"[79161066, 79203160, 79215070, 79247399, 79293406, 79312014]",ENSG00000143954
7681,ENSG00000035115.grp_2.contained.ENST00000451005_L2_Schmiedel_2018.CD4_T-cell_naive_txrev,"[655961, 657020]",ENSG00000035115
7682,ENSG00000067066.grp_1.contained.ENST00000413284_L1_TwinsUK.LCL_txrev,"[230464005, 230467564, 230480994]",ENSG00000067066
7683,ENSG00000118640.grp_2.contained.ENST00000263864_L2_Nedelec_2016.macrophage_naive_txrev,"[85538814, 85541554]",ENSG00000118640
7684,ENSG00000118263.grp_1.contained.ENST00000309446_L1_GTEx.fibroblast_txrev,[207082569],ENSG00000118263
7685,ENSG00000163521.grp_2.contained.ENST00000447002_L1_BLUEPRINT_SE.monocyte_txrev,"[219243701, 219249006, 219266168]",ENSG00000163521
7686,ENSG00000152689.grp_1.contained.ENST00000482731_L3_GENCORD.LCL_txrev,"[33476823, 33477136]",ENSG00000152689
7687,ENSG00000114956.grp_2.contained.ENST00000629438_L1_GTEx.muscle_txrev,[73938926],ENSG00000114956
7688,ENSG00000135919.grp_2.contained.ENST00000409840_L1_Quach_2016.monocyte_IAV_txrev,"[224084813, 224085383, 224089265, 224106522, 224107072, 224111056, 224146196, 224148851]",ENSG00000135919
7689,ENSG00000068724.grp_1.contained.ENST00000496991_L1_Schmiedel_2018.Treg_naive_txrev,[47051309],ENSG00000068724
7690,ENSG00000171853.grp_2.contained.ENST00000417243_L1_GTEx.adipose_visceral_txrev,[3465692],ENSG00000171853
7691,ENSG00000183281.grp_2.contained.ENST00000467745_L1_GTEx.esophagus_mucosa_txrev,"[86899541, 86920194, 86943945]",ENSG00000183281
7692,ENSG00000144115.grp_2.contained.ENST00000343544_L1_GTEx.muscle_txrev,"[88184590, 88187909, 88201142, 88203796]",ENSG00000144115
7693,ENSG00000180902.grp_2.contained.ENST00000436747_L1_GTEx.spleen_txrev,"[241742173, 241743959, 241744056, 241744107, 241744577, 241744700, 241745159, 241745530, 241748951, 241754409]",ENSG00000180902
7694,ENSG00000124006.grp_2.contained.ENST00000472388_L1_GTEx.pancreas_txrev,[219556734],ENSG00000124006
7695,ENSG00000144283.grp_2.contained.ENST00000480171_L1_ROSMAP.brain_naive_txrev,"[158557115, 158666965, 158691233]",ENSG00000144283
7696,ENSG00000163466.grp_1.contained.ENST00000480062_L1_Schmiedel_2018.Th1_memory_txrev,"[217833600, 218381984, 218383312, 218389174]",ENSG00000163466
7697,ENSG00000124380.grp_2.contained.ENST00000244227_L1_GTEx.brain_anterior_cingulate_cortex_txrev,"[69904531, 69904659, 69906932, 69914387, 69920532, 69929189, 69930026]",ENSG00000124380
7698,ENSG00000135926.grp_2.contained.ENST00000439306_L1_GTEx.prostate_txrev,[219230067],ENSG00000135926
7699,ENSG00000175874.grp_1.contained.ENST00000324768_L1_GTEx.brain_frontal_cortex_txrev,"[101380779, 101381193]",ENSG00000175874
7700,ENSG00000151353.grp_2.contained.ENST00000281017_L1_GTEx.heart_atrial_appendage_txrev,[674963],ENSG00000151353
7701,ENSG00000163121.grp_1.contained.ENST00000310865_L1_Quach_2016.monocyte_IAV_txrev,"[96499822, 96499882, 96520522, 96525352, 96557159, 96643538]",ENSG00000163121
7702,ENSG00000115274.grp_2.contained.ENST00000471577_L1_GTEx.esophagus_muscularis_txrev,[74460131],ENSG00000115274
